Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Education level],[Nature],[Reporting Type],[Sex],[Units]
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","578","Norway","2016","100","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","578","Norway","2016","100","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","578","Norway","2016","100","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","578","Norway","2017","100","2017","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","578","Norway","2017","100","2017","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","578","Norway","2017","100","2017","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","578","Norway","2018","100","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","578","Norway","2018","100","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","578","Norway","2018","100","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","578","Norway","2019","100","2019","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","578","Norway","2019","100","2019","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","578","Norway","2019","100","2019","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","578","Norway","2020","100","2020","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","578","Norway","2020","100","2020","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","584","Marshall Islands","2019","64.89362","2019","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","584","Marshall Islands","2019","94.11765","2019","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","591","Panama","2016","81.50289","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","608","Philippines","2017","57.69223","2017","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","608","Philippines","2017","86.09555","2017","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","608","Philippines","2018","84.79147","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","608","Philippines","2018","57.98972","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","608","Philippines","2019","87.98341","2019","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","608","Philippines","2019","84.25066","2019","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","608","Philippines","2019","58.02952","2019","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2000","100","2000","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2000","100","2000","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2000","100","2000","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2001","100","2001","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2001","100","2001","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2001","100","2001","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2002","100","2002","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2002","100","2002","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2002","100","2002","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2003","100","2003","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2003","100","2003","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2003","100","2003","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2004","100","2004","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2004","100","2004","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2004","100","2004","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2005","100","2005","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2005","100","2005","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2005","100","2005","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2006","100","2006","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2006","100","2006","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2006","100","2006","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2007","100","2007","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2007","100","2007","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2007","100","2007","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2008","100","2008","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2008","100","2008","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2008","100","2008","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2009","100","2009","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2009","100","2009","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2009","100","2009","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2010","100","2010","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2010","100","2010","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2010","100","2010","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2011","100","2011","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2011","100","2011","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2011","100","2011","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2012","100","2012","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2012","100","2012","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2012","100","2012","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2013","100","2013","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2013","100","2013","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2013","100","2013","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2014","100","2014","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2014","100","2014","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2014","100","2014","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2015","100","2015","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2015","100","2015","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2015","100","2015","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2016","100","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2016","100","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","616","Poland","2016","100","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2000","100","2000","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2000","100","2000","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2000","100","2000","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2001","100","2001","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2001","100","2001","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2001","100","2001","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2002","100","2002","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2002","100","2002","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2002","100","2002","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2003","100","2003","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2003","100","2003","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2003","100","2003","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2004","100","2004","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2004","100","2004","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2004","100","2004","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2005","100","2005","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2005","100","2005","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2005","100","2005","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2006","100","2006","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2006","100","2006","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2006","100","2006","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2007","100","2007","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2007","100","2007","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2007","100","2007","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2008","100","2008","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2008","100","2008","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2008","100","2008","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2009","100","2009","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2009","100","2009","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2009","100","2009","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2010","100","2010","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2010","100","2010","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2010","100","2010","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2011","100","2011","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2011","100","2011","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","620","Portugal","2011","100","2011","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
